SLNo,BHK_Type,Property_Name,Property_Type,Beds,Bathroom,Balcony,Address,City,State_code,Country,Landmarks
850,2,"2BHK Multistorey Apartment for Resale in Vertex Pristine at Hyder Nagar, NH 9",Apartment,2,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
851,3,3BHK Multistorey Apartment for Resale in Tirumalagiri,Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,SBI Bank
852,2,2BHK Residential House for Resale in Sai Sri Enclave at Narepally,Residential House,2,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Near Narapally Main Road
853,4,4BHK Multistorey Apartment for Resale in Anjaneya Nagar,Apartment,4,4,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,eek school meridian school
854,3,3BHK Multistorey Apartment for Resale in Hastinapuram,Apartment,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
855,3,3BHK Multistorey Apartment for Resale in Brigade Citadel at Moti Nagar Erragadda,Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
856,3,3BHK Multistorey Apartment for Resale in Shiva LA Greens at Manikonda Jagir,Apartment,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Gowtam Model School
857,4,4BHK Residential House for Resale in NR Infra Ultimus at Patancheruvu,Residential House,4,4,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,The property is near to ORR.
858,3,"3BHK Multistorey Apartment for Resale in Kokapet, Outer Ring Road",Apartment,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
859,3,3BHK Multistorey Apartment for Resale in Puppalguda,Apartment,3,2,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Friends colony park
860,3,"3BHK Residential House for Resale in Saroornagar, NH 9",Residential House,3,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Andhra Bank
861,3,"3BHK Multistorey Apartment for Resale in Hallmark Sunnyside at Manchirevula, Outer Ring Road",Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,ORR 18A Exit.
862,3,3BHK Multistorey Apartment for Resale in Bollineni Bion at Kondapur,Apartment,3,4,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Opposite to botanical garden, beside Sarath City Mall, Kondapur"
863,4,4BHK Villa for Resale in Keerthi Riverside at Dargah Khaleej Khan,Villa,4,5,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,ORR Tollplaza
864,3,"3BHK Multistorey Apartment for Resale in ASBL Spire at Kokapet, Outer Ring Road",Apartment,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Rock well school
865,3,"3BHK Multistorey Apartment for Resale in ASBL Spire at Kokapet, Outer Ring Road",Apartment,3,3,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
866,4,4BHK Villa for Resale in Pavanis Harmony at Bandlaguda Jagir,Villa,4,5,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Bachpan school
867,3,3BHK Multistorey Apartment for Resale in Sumadhura Horizon at Kondapur,Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
868,3,3BHK Multistorey Apartment for Resale in Aasthas Green Homes at HUDA Layout Nalagandla,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Ratnadeep supermarket
869,3,3BHK Multistorey Apartment for Resale in Hivision Residency at Kompally,Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,KVR Garden
870,3,3BHK Residential House for Resale in Sainikpuri,Residential House,3,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Hanuman Temple Bhavans SCHOOL
871,4,"4BHK Villa for Resale in Tukkuguda, Srisailam Highway",Villa,4,6,4,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Sri Prema Theatre, Tukkuguda Exit 14"
872,4,4BHK Residential House for Resale in Vivekananda Nagar Kukatpally,Residential House,4,6,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Axis Bank ATMBirla Kalyana mandap Lakshmi Type institute
873,3,3BHK Villa for Resale in Subishi Bliss Luxury Homes at Mokila,Villa,3,4,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
874,3,3BHK Villa for Resale in Sark Garden Villas at Mokila Road,Villa,3,3,4,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Indus International, Vijetha Supermarket,Sai Krishna Multispeciality"
875,3,"3BHK Villa for Resale in Preston Anvitas Amari at Kollur, Outer Ring Road",Villa,3,4,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,K Nagar
876,3,"3BHK Multistorey Apartment for Resale in Goldstone Maple Homes at Alkapur Township, Manikonda, Outer Ring Road",Apartment,3,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
877,3,3BHK Residential House for Resale in Kondapur,Residential House,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Babi Hotel
878,3,"3BHK Multistorey Apartment for Resale in Prestige Tranquil at Kokapet, Outer Ring Road",Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Opp to Hare Krishna Heritage Tower in Kokapet,easily accessible to ORR"
879,3,3BHK Multistorey Apartment for New Property in Aparna Hill park Silver oaks at Chanda Nagar,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
880,3,3BHK Residential House for Resale in Hayathnagar,Residential House,3,3,8,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
881,3,3BHK Villa for Resale in RIVERSCAPE at Bandlaguda Jagir,Villa,3,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
882,3,"3BHK Multistorey Apartment for Resale in Mayfair Apartments at Tellapur, Outer Ring Road",Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
883,4,"4BHK Residential House for Resale in Narsingi, Outer Ring Road",Residential House,4,4,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Nikhil Kirana store
884,3,3BHK Multistorey Apartment for Resale in Aparna Sarovar at Nalagandla,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Aparna Neo Mall
885,2,2BHK Multistorey Apartment for Resale in Aparna Cyberscape at Nalagandla,Apartment,2,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,close to Lingampally station.
886,4,4BHK Residential House for Resale in Peerzadiguda Road,Residential House,4,5,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Santoshi mata temple
887,2,2BHK Multistorey Apartment for Resale in My Home Avatar at Puppalguda,Apartment,2,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,This itself is a landmark
888,4,4BHK Villa for Resale in Kolluru,Villa,4,4,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Near ORR Exit no2 outer ringroad
889,3,3BHK Multistorey Apartment for Resale in Raghavendra Colony Kondapur,Apartment,3,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Sanskrit school Mount Carmel school
890,3,3BHK Multistorey Apartment for Resale in Film Nagar,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Saibaba Temple
891,2,2BHK Residential House for Resale in Chintal,Residential House,2,2,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"5 km to kphb and ameerpet, 14 km to secunderabad railway station, and orr entry at gandimaisamma."
892,3,3BHK Multistorey Apartment for Resale in Raj Bhavan Road,Apartment,3,4,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Raj Bhavan
893,3,3BHK Multistorey Apartment for Resale in Armsburg Koundinya at Suchitra Road,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Suchitra Academy school
894,3,3BHK Multistorey Apartment for Resale in Lakshmi Cadillac at Kondapur,Apartment,3,3,4,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,my Home mangala Apartment
895,2,2BHK Multistorey Apartment for Resale in Madeenaguda,Apartment,2,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,infinity world schoolbheesma dr.academy
896,5,5BHK Villa for Resale in Sukruti Homes at Bachupally,Villa,5,5,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Opp oakridge International school , Beside Shanthi Niketan and Geetanjali International school"
897,9,9BHK Residential House for Resale in New Vivekananda Nagar Residential Welfare Association at Chinthal,Residential House,9,8,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Near Transformer , Road no 8"
898,3,3BHK Multistorey Apartment for Resale in Fortune KumKum Heights at Kondapur,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,SVC Apartment
899,3,3BHK Villa for Resale in Praneeth APR Pranav Antilia at Bachupally,Villa,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Besides Keshav Reddy School
900,4,4BHK Multistorey Apartment for Resale in Skymarq By DSR at Puppalguda,Apartment,4,5,4,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,httpsdsrbuilders.inresidentialongoingskymarq
901,4,4BHK Multistorey Apartment for New Property in Hitech City,Apartment,4,4,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Yashoda Hospital
902,3,"3BHK Multistorey Apartment for Resale in Whistling Woods at Kokapet, Outer Ring Road",Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,ICICI Bank
903,3,"3BHK Villa for Resale in Magna Majestic Meadows at Kollur, Outer Ring Road",Villa,3,4,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
904,3,"3BHK Multistorey Apartment for Resale in SVRS Brundavanam at Saroornagar, NH 9",Apartment,3,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
905,2,2BHK Multistorey Apartment for Resale in Reliance Paradise at Kondapur,Apartment,2,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Vijetha Super market
906,3,"3BHK Multistorey Apartment for New Property in Putty Corner House  at Ushodaya Enclave, Hafeezpet",Apartment,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,kallam Anji school vignan global gen school
907,3,3BHK Multistorey Apartment for Resale in AK Heights Two at Kondapur,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Sarath city mall
908,3,"3BHK Multistorey Apartment for New Property in The Ekam Residency at Banjara Hills, NH 9",Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,TTD Temple
909,2,"2BHK Multistorey Apartment for Resale in My Home Tridasa at Tellapur, Outer Ring Road",Apartment,2,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
910,3,3BHK Multistorey Apartment for Resale in My Home Avatar at Nehru Outer Ring Road,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,ORR Toll plaza
911,2,2BHK Multistorey Apartment for Resale in Lakshmi Cadillac at Kondapur,Apartment,2,2,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,My Home mangala Apartment
912,3,"3BHK Residential House for Resale in Ushodaya Enclave, Hafeezpet",Residential House,3,3,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,srikara hospital silver river school vignan global school
913,3,"3BHK Multistorey Apartment for Resale in Venkatraya Nagar, Nizampet",Apartment,3,3,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Narayana IIT Jr College
914,3,3BHK Multistorey Apartment for New Property in Chilcon Mayan  at Manikonda Jagir,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Azra Public school
915,4,"4BHK Multistorey Apartment for Resale in Snehita Hills, Peeramcheru",Apartment,4,4,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
916,4,4BHK Residential House for Resale in Almasguda,Residential House,4,4,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Hanuman temple
917,3,3BHK Multistorey Apartment for Resale in Mahindra Ashvita at Hitech City Road,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Hitech City metro station platform 2
918,3,3BHK Multistorey Apartment for Resale in Fortune Green Homes Golden Oriole at Puppal Guda,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,BRC Apartments
919,3,"3BHK Multistorey Apartment for Resale in Kokapet, Outer Ring Road",Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Opp to ISCON Temple which in currently under construction
920,8,8BHK Residential House for Resale in Sainikpuri,Residential House,8,8,6,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Sai Baba temple
922,4,"4BHK Villa for New Property in RS Kokapet One at Manchirevula, Outer Ring Road",Villa,4,5,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,PSR Garden
923,3,3BHK Multistorey Apartment for Resale in Brigade Citadel at Moti Nagar Erragadda,Apartment,3,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
924,2,2BHK Multistorey Apartment for Resale in Myscape Sanctuary at Hitech City,Apartment,2,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
925,2,2BHK Multistorey Apartment for New Property in Myscape Sanctuary at Hitech City,Apartment,2,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
926,3,3BHK Multistorey Apartment for New Property in Aparna Sarovar Zicon at Lingampally Kachiguda,Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Dmart, Aparna Neo mall"
927,6,6BHK Villa for Resale in Kompally,Villa,6,5,4,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Cine planet.
928,2,2BHK Multistorey Apartment for Resale in Brigade Citadel at Moti Nagar Erragadda,Apartment,2,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Property is close to metro station.
929,3,3BHK Multistorey Apartment for Resale in Aditya Empress Towers at Shaikpet,Apartment,3,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
930,3,3BHK Multistorey Apartment for Resale in Mayfair Luxury Apartments at Kompally,Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Dholaridhani
931,3,3BHK Multistorey Apartment for New Property in Brigade Citadel at Moti Nagar Erragadda,Apartment,3,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Moti Nagar Road, Beside Kalpataru Residency"
932,3,3BHK Multistorey Apartment for Resale in Lakshmis Emperia at Mayuri Nagar Miyapur,Apartment,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,HDFC Bank D Mart
933,3,"3BHK Multistorey Apartment for Resale in Poulomi Avante at Kokapet, Outer Ring Road",Apartment,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,phoenix greens school
934,2,2BHK Residential House for Resale in Badangpet,Residential House,2,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,CKR KTR Convention Hall
935,3,3BHK Multistorey Apartment for Resale in EIPL CORNERSTONE at Puppalguda,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Schools,hospitals arewith in 2 km range"
936,3,"3BHK Multistorey Apartment for Resale in Jayabheri The Summit at Narsingi, Outer Ring Road",Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
937,6,6BHK Residential House for Resale in Bachupally,Residential House,6,6,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,ORR exit 4A
938,3,3BHK Multistorey Apartment for Resale in Aparna Sarovar Zenith at Nalagandla,Apartment,3,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Aparna Mall.
939,3,"3BHK Multistorey Apartment for Resale in Narsingi, Outer Ring Road",Apartment,3,4,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
940,4,"4BHK Villa for New Property in Kollur, Outer Ring Road",Villa,4,4,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Kollur ORR Exit, MyHome Tridasa"
941,3,3BHK Villa for Resale in Devi Golden Leaves Villas at Nagole,Villa,3,5,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
942,3,3BHK Villa for Resale in Doolapally Road,Villa,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Sai Baba Temple
943,10,10BHK Residential House for Resale in Santosh Nagar,Residential House,10,10,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Indian oil petrol bunk
944,4,4BHK Villa for Resale in Praneeth APR Pranav Antilia at Bachupally,Villa,4,5,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,DrReddy Labs VNR VJIET COLLEGE OF ENGINEERING COLLEGE
945,4,4BHK Multistorey Apartment for Resale in L&T Serene County at Telecom Nagar Gachibowli,Apartment,4,4,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Urdu University
946,5,"5BHK Residential House for Resale in Sai Priya Colony, Secunderabad",Residential House,5,5,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
947,3,3BHK Villa for Resale in Hi Rise Meadows at Mallampet Road,Villa,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,silver oak international school
948,2,2BHK Residential House for Resale in Anand Nagar Bandlaguda,Residential House,2,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,bhashyam blooms school
949,3,3BHK Multistorey Apartment for Resale in Shantamma Apartment at Amberpet,Apartment,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Ahobila mattam Lakshmi Narasimha Swamy Temple
950,4,4BHK Villa for Resale in Beeramguda Ramachandrapuram,Villa,4,5,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
951,3,3BHK Multistorey Apartment for Resale in Sri Sai Pragati Pride at Habsiguda Main Road,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Swati tiffins, SBI"
952,6,6BHK Residential House for Resale in Kothapet,Residential House,6,6,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,reliance digitals
953,3,"3BHK Multistorey Apartment for Resale in Paramount  at Padmarao Nagar, Hyderabad-Karimnagar Highway",Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Gandhi hospital
954,3,"3BHK Multistorey Apartment for Resale in My Home Tridasa at Tellapur, Outer Ring Road",Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Flat Number 901 Tower 3 My Home Tridasa Floor Number 9 Tellapur Hyderabad Maltistorey Apartment As per configuration max images limit reached.
955,4,"4BHK Villa for Resale in Radhey Sancia at Tellapur, Outer Ring Road",Villa,4,4,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Muppas Indraprastha Villas.
956,3,3BHK Multistorey Apartment for Resale in Flora Greens at Gachibowli,Apartment,3,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Back Side to South India Shopping Mall
957,3,3BHK Multistorey Apartment for New Property in Green Grace at Khajaguda,Apartment,3,4,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Oakridge International School
958,2,2BHK Residential House for Resale in Musheerabad,Residential House,2,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Gandhi Hospital.
959,6,6BHK Residential House for New Property in Kushaiguda,Residential House,6,5,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,D Mart
960,3,3BHK Multistorey Apartment for New Property in Meda Prestige at Mayuri Nagar Miyapur,Apartment,3,2,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Miyapur Station and Mumai Highway
961,3,"3BHK Multistorey Apartment for Resale in Vasavi Atlantis at Narsingi, Outer Ring Road",Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
962,4,4BHK Residential House for Resale in Balapur,Residential House,4,4,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
963,3,"3BHK Multistorey Apartment for Resale in Tirumala Gardens at Banjara Hills, NH 9",Apartment,3,3,4,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Hotel Taj Krishna.
964,4,4BHK Residential House for Resale in Alwal,Residential House,4,4,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,HDFC Bank
965,3,3BHK Multistorey Apartment for Resale in Kondapur,Apartment,3,4,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
966,6,6BHK Residential House for Resale in Bagh Lingampally,Residential House,6,6,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Hanuman temple
967,4,"4BHK Villa for New Property in GKRS Palacio at Abhudaya Nagar Colony, Bandlaguda",Villa,4,5,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Sri Saraswathi Shishu Mandir
968,3,3BHK Villa for Resale in VRR Green Park Enclave at Dammaiguda,Villa,3,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Sai Baba temple
969,4,4BHK Villa for Resale in Lakshmi Elite Villas at Vampuguda,Villa,4,4,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Near by ZEE School and Yellareddy guda Sai baba temple, Reliance Mart."
970,3,3BHK Multistorey Apartment for Resale in Hitech City,Apartment,3,2,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Srivani hospital
971,5,5BHK Villa for Resale in Sark Two at Mokila,Villa,5,6,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Fastest growing premium residential area. Good gated community in area
972,3,3BHK Villa for Resale in Brindavan Enclave at Narepally,Villa,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,rotterdam international high school
973,2,2BHK Residential House for Resale in Ramachandrapuram,Residential House,2,2,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
974,2,2BHK Residential House for Resale in Turkayamjal,Residential House,2,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Farmers restaurant
975,4,"4BHK Residential House for Resale in Kismatpur, Outer Ring Road",Residential House,4,4,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Abbham Apartment
976,4,"4BHK Villa for Resale in Gulmohar Park Colony, Serilingampally",Villa,4,4,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Park
977,3,"3BHK Residential House for Resale in Safilguda, Secunderabad",Residential House,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
978,3,3BHK Multistorey Apartment for Resale in Ramky One Symphony at Patancheruvu,Apartment,3,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Near ORR Exist, Reputed Internal Schools and Financial District."
979,3,"3BHK Multistorey Apartment for Resale in King Koti, Hyderguda",Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Taj Mahal Hotel
980,3,3BHK Multistorey Apartment for Resale in ,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
981,2,2BHK Multistorey Apartment for Resale in VIVA City at Kondapur,Apartment,2,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,My Home mangala Apartment
982,3,"3BHK Multistorey Apartment for Resale in Bonsai Arbour at Tellapur, Outer Ring Road",Apartment,3,2,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Sadhana Infinity international school
983,3,3BHK Residential House for Resale in Aparna Palm Grove at Kompally,Residential House,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,pochamaTemple
984,4,4BHK Villa for Resale in Aparna HillPark Boulevard at Chanda Nagar,Villa,4,6,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,infinity world school Delhi public school
985,4,"4BHK Villa for Resale in Patighanpur, Outer Ring Road",Villa,4,4,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"This property is closer to ORR, schools, hospitals, malls, etc"
986,2,"2BHK Multistorey Apartment for Resale in Golden Tulip at Golden Tulip Estate, Kondapur",Apartment,2,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Sanskrithi School
987,3,"3BHK Multistorey Apartment for Resale in My Home Tridasa at Tellapur, Outer Ring Road",Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
988,3,"3BHK Multistorey Apartment for Resale in Mayfair Apartments at Tellapur, Outer Ring Road",Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
989,3,3BHK Residential House for Resale in Moti Nagar Erragadda,Residential House,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Sri medha vidyanikathen school
990,4,4BHK Villa for Resale in Teja Home at Rangapuram Miyapur,Villa,4,4,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,D Mart
991,3,3BHK Multistorey Apartment for Resale in Sri Gajanana Enclave at Suchitra,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
992,3,3BHK Multistorey Apartment for New Property in SBH Colony New Malakpet,Apartment,3,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,PVR Mall
993,3,3BHK Multistorey Apartment for Resale in Madhapur,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Vijetha super market
994,3,3BHK Residential House for Resale in Old Alwal,Residential House,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Bharat petrol pump
995,2,"2BHK Residential House for Resale in Peerzadiguda, NH 2 2",Residential House,2,2,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
996,4,"4BHK Multistorey Apartment for Resale in Financial District, Nanakram Guda",Apartment,4,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Wipro
