SLNo,BHK_Type,Property_Name,Property_Type,Beds,Bathroom,Balcony,Address,City,State_code,Country,Landmarks
155,2,2BHK Multistorey Apartment for Resale in Balbir Nagar Shahdara,Apartment,2,1,2,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,
156,2,2BHK Multistorey Apartment for Resale in DDA Flats Safdarjung at Safdarjung Enclave,Apartment,2,3,,"New Delhi, Delhi N",New Delhi,Delhi N,India,deer park
157,2,2BHK Builder Floor Apartment for Resale in Block P Raj Nagar Extension,Builder Floor Apartment,2,2,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Malaria Institute
158,2,2BHK Multistorey Apartment for Resale in Saket,Apartment,2,2,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,saket metro
159,2,2BHK Builder Floor Apartment for Resale in Shahdara,Builder Floor Apartment,2,1,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Shahdara metro
160,2,2BHK Builder Floor Apartment for Resale in Sector 8 Rohini,Builder Floor Apartment,2,2,,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,nav durga mandir
161,2,"2BHK Builder Floor Apartment for Resale in Old Mahavir Nagar, Tilak Nagar",Builder Floor Apartment,2,2,2,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Central Hospital
162,1,1BHK Builder Floor Apartment for Resale in Begampur,Builder Floor Apartment,1,1,,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,
163,1,1BHK Multistorey Apartment for Resale in Govindpuri,Apartment,1,1,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Vishal mega Mart
164,3,3BHK Multistorey Apartment for Resale in DDA Pocket A at Phase 2 Mayur Vihar,Apartment,3,2,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,
165,2,2BHK Builder Floor Apartment for New Property in Uttam Nagar,Builder Floor Apartment,2,1,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,
166,3,3BHK Multistorey Apartment for Resale in Vandana Apartment at Sector 13 Rohini,Apartment,3,2,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,
167,3,3BHK Multistorey Apartment for Resale in DDA SFS Flats at D Block Janakpuri,Apartment,3,2,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,
168,2,2BHK Multistorey Apartment for Resale in Shyam Nagar Vishnu Garden,Apartment,2,2,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Subhash Nagar metro station
169,2,2BHK Builder Floor Apartment for Resale in Palam Colony Palam,Builder Floor Apartment,2,1,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Near SBI Bank
170,4,4BHK Builder Floor Apartment for Resale in Greater Kailash 2,Builder Floor Apartment,4,4,3,"New Delhi, Delhi N",New Delhi,Delhi N,India,The property is near to GK metro station.
171,3,3BHK Builder Floor Apartment for Resale in Rajouri Garden,Builder Floor Apartment,3,2,4,"New Delhi, Delhi N",New Delhi,Delhi N,India,Nahru market
172,4,4BHK Multistorey Apartment for New Property in Greater Kailash 1,Apartment,4,4,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,M block Market
173,2,"2BHK Builder Floor Apartment for Resale in Lajwanti Garden, Janakpuri",Builder Floor Apartment,2,2,2,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Opposite ICAT
174,3,3BHK Builder Floor Apartment for Resale in Shakti Nagar,Builder Floor Apartment,3,4,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,Nangia Park
175,4,"4BHK Builder Floor Apartment for Resale in Yojna Vihar, Anand Vihar",Builder Floor Apartment,4,4,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,Yamuna Sports Complex
176,3,3BHK Multistorey Apartment for Resale in Mayur Vihar 1,Apartment,3,2,3,"New Delhi, Delhi N",New Delhi,Delhi N,India,Mayur vihar phase 1 metro
177,3,3BHK Multistorey Apartment for Resale in Saubhagya Apartment at Sector 9 Rohini,Apartment,3,2,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,North Ex mall
178,3,3BHK Builder Floor Apartment for Resale in Hari Nagar,Builder Floor Apartment,3,3,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,
179,1,1BHK Multistorey Apartment for Resale in Jangpura B at Jangpura,Apartment,1,1,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Gufa Wala Mandir
180,3,3BHK Multistorey Apartment for Resale in Raja Puri Matiala,Apartment,3,2,2,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,
181,3,3BHK Builder Floor Apartment for Resale in Laxmi Nagar,Builder Floor Apartment,3,3,3,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Shreya Bakers
182,1,1BHK Builder Floor Apartment for Resale in Mundka,Builder Floor Apartment,1,1,2,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Mundka metro station
183,5,5BHK Builder Floor Apartment for Resale in Greater Kailash 2,Builder Floor Apartment,5,6,3,"New Delhi, Delhi N",New Delhi,Delhi N,India,
184,3,3BHK Multistorey Apartment for Resale in Management Apartment at Sector 5 Dwarka,Apartment,3,3,4,"New Delhi, Delhi N",New Delhi,Delhi N,India,CNG station
185,3,3BHK Multistorey Apartment for Resale in Krishi Apartments at Vikaspuri,Apartment,3,2,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,D.A.V School
186,3,3BHK Multistorey Apartment for Resale in Citizen Society at Sector 13 Rohini,Apartment,3,2,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,rohini west metro station
187,4,"4BHK Multistorey Apartment for Resale in Giri Nagar, KalkaJi",Apartment,4,3,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,govindpuri metro station
188,4,4BHK Builder Floor Apartment for Resale in Vasant Kunj,Builder Floor Apartment,4,4,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,
189,3,3BHK Builder Floor Apartment for Resale in Shahdara,Builder Floor Apartment,3,2,3,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Babu Ram School Shahdara Main Road Building Opposite SBI Bank
190,4,"4BHK Multistorey Apartment for Resale in DDA Flats Masjid Moth at Masjid Moth, Greater Kailash",Apartment,4,2,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,chirag Delhi metro
191,3,3BHK Builder Floor Apartment for Resale in Kamla Nagar,Builder Floor Apartment,3,2,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Clock Tower SBI bank
192,2,2BHK Multistorey Apartment for Resale in Cosy Apartments at Sector 9 Rohini,Apartment,2,2,,"New Delhi, Delhi N",New Delhi,Delhi N,India,North Ex mall
193,3,3BHK Multistorey Apartment for Resale in Block A2 Uttam Nagar,Apartment,3,2,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Sunil dairy.
194,5,5BHK Builder Floor Apartment for Resale in Phase 2 Model Town,Builder Floor Apartment,5,5,4,"New Delhi, Delhi N",New Delhi,Delhi N,India,Kamla nagardelhi university metro station.
195,2,2BHK Builder Floor Apartment for Resale in Project Amar Colony at Lajpat Nagar,Builder Floor Apartment,2,2,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,Near hdfc bank
196,3,3BHK Builder Floor Apartment for Resale in Janakpuri,Builder Floor Apartment,3,3,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,Indian Oil Petrol pump
197,3,3BHK Multistorey Apartment for Resale in Krishi Apartments at Vikaspuri,Apartment,3,2,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,DAV public school
198,1,1BHK Multistorey Apartment for Resale in DDA LIG Flats Rohini at Rohini,Apartment,1,1,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,
199,4,"4BHK Builder Floor Apartment for Resale in Chand Nagar, Vishnu Garden",Builder Floor Apartment,4,4,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Hari Mandir
200,4,4BHK Multistorey Apartment for Resale in Block A1 Janakpuri,Apartment,4,4,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,
201,2,2BHK Multistorey Apartment for New Property in Nangloi,Apartment,2,1,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,peer Baba Chowk
202,2,2BHK Builder Floor Apartment for New Property in Indraprastha Enclave at Sector 17 Dwarka,Builder Floor Apartment,2,2,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,Dwarka sec17 Police station
203,3,3BHK Builder Floor Apartment for Resale in New Rajinder Nagar,Builder Floor Apartment,3,3,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,
204,3,3BHK Multistorey Apartment for New Property in Patparganj,Apartment,3,2,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,Balco Market
205,2,2BHK Multistorey Apartment for Resale in Chattarpur Enclave,Apartment,2,2,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,
206,2,2BHK Multistorey Apartment for Resale in Lahore Apartment at Vasundhara Enclave,Apartment,2,2,,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,"Near Somerville School, 3 markets, hospital, DU college, metro Station"
207,2,2BHK Builder Floor Apartment for New Property in Sector 22 Rohini,Builder Floor Apartment,2,2,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,
208,3,3BHK Builder Floor Apartment for Resale in Bharat Vihar Dwarka,Builder Floor Apartment,3,2,2,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Vishkarma mandir
209,2,2BHK Multistorey Apartment for Resale in DDA Flats Sector C Pocket 9 at Vasant Kunj,Apartment,2,2,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,Near Delhi Public School
210,2,2BHK Multistorey Apartment for Resale in Krishna Nagar,Apartment,2,2,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Hanuman Mandir
211,2,2BHK Multistorey Apartment for Resale in Dilshad Garden,Apartment,2,1,2,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,"Greenway School, Close to Dilshad Garden Metro Station, Close to GTB."
212,2,2BHK Multistorey Apartment for Resale in DDA Paradise Appartments at Sector 18 Rohini,Apartment,2,2,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,roopan kuwan
213,2,2BHK Multistorey Apartment for Resale in C1A Block Janakpuri,Apartment,2,2,,"New Delhi, Delhi N",New Delhi,Delhi N,India,Walking distance from Dabri metro station and a school.
214,4,4BHK Builder Floor Apartment for Resale in Nirman Vihar Preet Vihar,Builder Floor Apartment,4,4,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,Nirman Vihar metro
215,3,3BHK Builder Floor Apartment for Resale in Kalkaji,Builder Floor Apartment,3,2,,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Nehru Enclave Metro Station
216,2,2BHK Builder Floor Apartment for Resale in Dilshad Colony,Builder Floor Apartment,2,2,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Andrew public school
217,2,2BHK Builder Floor Apartment for Resale in Laxmi Nagar,Builder Floor Apartment,2,1,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,laxmi nagar metro
218,2,2BHK Builder Floor Apartment for Resale in Vasant Kunj Enclave,Builder Floor Apartment,2,2,2,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,vasant health centre
219,4,4BHK Builder Floor Apartment for Resale in Greater Kailash 1,Builder Floor Apartment,4,4,4,"New Delhi, Delhi N",New Delhi,Delhi N,India,"Situated under 1km access to m- Block market, greater kailash 1 kailash colony market kailash colony metro station Walkable"
220,2,2BHK Multistorey Apartment for Resale in Rajouri Apartments at Rajouri Garden,Apartment,2,2,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,Tagore Garden metro station
221,2,"2BHK Builder Floor Apartment for Resale in Bhagwati Vihar, Uttam Nagar",Builder Floor Apartment,2,1,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,kheda Property
222,3,"3BHK Multistorey Apartment for Resale in Project Hari Nagar Ashram at Maharani Bagh, New Friends Colony",Apartment,3,2,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Hari nagar Ashram metro station
223,5,5BHK Builder Floor Apartment for Resale in Dwarka,Builder Floor Apartment,5,5,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,Sec 8 Metro station
224,3,3BHK Builder Floor Apartment for Resale in Tilak Nagar,Builder Floor Apartment,3,3,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,Tilak Nagar metro
225,4,4BHK Builder Floor Apartment for Resale in Jasola,Builder Floor Apartment,4,4,4,"New Delhi, Delhi N",New Delhi,Delhi N,India,Jasola Apollo Metro Station
226,5,"5BHK Builder Floor Apartment for Resale in Prashant Vihar, Rohini",Builder Floor Apartment,5,5,3,"New Delhi, Delhi N",New Delhi,Delhi N,India,
227,2,2BHK Builder Floor Apartment for Resale in Uttam Nagar West,Builder Floor Apartment,2,2,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Uttam nagar west metro station which is 5 minutes walk from property.
228,2,2BHK Multistorey Apartment for Resale in DDA Flats Sector 19 at Dwarka,Apartment,2,2,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,
229,3,"3BHK Builder Floor Apartment for Resale in Rajpur Khurd Extension, Rajpur",Builder Floor Apartment,3,2,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Tivoli Gardens
230,1,1BHK Builder Floor Apartment for Resale in Chander Vihar Mandawali,Builder Floor Apartment,1,1,,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,
231,2,"2BHK Multistorey Apartment for Resale in Dabri Extension, Dabri",Apartment,2,2,2,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Gopal Mandir
232,4,4BHK Builder Floor Apartment for Resale in Block J Vikaspuri,Builder Floor Apartment,4,4,3,"New Delhi, Delhi N",New Delhi,Delhi N,India,
233,4,4BHK Builder Floor Apartment for Resale in Greater Kailash 2,Builder Floor Apartment,4,4,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,sanatan dharm temple
234,3,3BHK Builder Floor Apartment for Resale in Dashrath Puri,Builder Floor Apartment,3,2,2,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Dastathpuri Metro Station
235,3,3BHK Multistorey Apartment for Resale in Parsvnath Paramount at Subhash Nagar,Apartment,3,3,,"New Delhi, Delhi N",New Delhi,Delhi N,India,
236,1,1BHK Multistorey Apartment for Resale in Neb Sarai Sainik Farm,Apartment,1,1,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Aggarwal dharamshala
237,3,3BHK Multistorey Apartment for Resale in Siddhartha Extension Pocket B at Siddhartha Extension,Apartment,3,2,3,"New Delhi, Delhi N",New Delhi,Delhi N,India,"Direct Connectivity Through Barapullah, RRTS PROJECT NEARBY"
238,2,2BHK Builder Floor Apartment for Resale in Mahavir Enclave Part 1,Builder Floor Apartment,2,2,2,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,
239,4,4BHK Multistorey Apartment for Resale in Supriya Apartments at Sector 10 Dwarka,Apartment,4,3,3,"New Delhi, Delhi N",New Delhi,Delhi N,India,Near by dwarka sector 10 metro stationNear by Manipal Hospitals
240,4,4BHK Builder Floor Apartment for New Property in Vasant Vihar,Builder Floor Apartment,4,4,4,"New Delhi, Delhi N",New Delhi,Delhi N,India,Near market
241,3,3BHK Multistorey Apartment for Resale in Shree Ganesh Apartments at Patparganj,Apartment,3,2,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,Madhu vihar market
242,1,1BHK Builder Floor Apartment for New Property in Defence Colony,Builder Floor Apartment,1,2,,"New Delhi, Delhi N",New Delhi,Delhi N,India,
243,3,3BHK Builder Floor Apartment for New Property in Omdev Homes at Greater Kailash 1,Builder Floor Apartment,3,3,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,"Metro station, Markets."
244,3,3BHK Builder Floor Apartment for Resale in Saket,Builder Floor Apartment,3,3,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,near h blk gurdwara
245,4,4BHK Builder Floor Apartment for New Property in Greater Kailash 2,Builder Floor Apartment,4,5,3,"New Delhi, Delhi N",New Delhi,Delhi N,India,Walking distance market and all facility.
246,3,3BHK Builder Floor Apartment for New Property in Build Wick Iconic Homes at Chattarpur,Builder Floor Apartment,3,2,2,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,"the property is near to metro station, hospital, market etc"
247,2,"2BHK Multistorey Apartment for Resale in Sarita Vihar, Mathura Road",Apartment,2,2,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,This Property just walking Distance in main Noida kalndi kunj road
248,4,4BHK Multistorey Apartment for Resale in Mayank Mansion at Sector 6 Dwarka,Apartment,4,3,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,Indian oil petrol pump
249,4,4BHK Builder Floor Apartment for New Property in Sector 24 Rohini,Builder Floor Apartment,4,3,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,The sovereign school
250,3,3BHK Builder Floor Apartment for New Property in Luxury Floors by Mark Developers at Chattarpur,Builder Floor Apartment,3,3,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,"Agrawal  farm House , Near Made Easy School , Opposite DLF farm House"
251,3,3BHK Multistorey Apartment for Resale in New Modern Appartment at Sector 9 Rohini,Apartment,3,2,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,Near metro school park and parking shopping mall etc.
252,3,"3BHK Multistorey Apartment for Resale in Moti Nagar, Kirti Nagar",Apartment,3,2,3,"New Delhi, Delhi N",New Delhi,Delhi N,India,Moti Nagar Metro Station
253,3,"3BHK Multistorey Apartment for Resale in DDA Flats Sarita Vihar at Sarita Vihar, Mathura Road",Apartment,3,2,3,"New Delhi, Delhi N",New Delhi,Delhi N,India,near k pocket
254,3,3BHK Multistorey Apartment for Resale in Classic Apartment at Sector 22 Dwarka,Apartment,3,2,3,"New Delhi, Delhi N",New Delhi,Delhi N,India,Near welcome hotel
255,4,4BHK Builder Floor Apartment for New Property in Sector 24 Rohini,Builder Floor Apartment,4,3,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,maxfort school
256,2,2BHK Multistorey Apartment for Resale in Bharat DDA Apartment Pocket C at Dwarka,Apartment,2,2,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,"Near by indra gandhi airport, metro, market & school etc."
257,4,4BHK Builder Floor Apartment for New Property in Sector 24 Rohini,Builder Floor Apartment,4,3,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,Prince public school
258,3,3BHK Multistorey Apartment for Resale in DDA Flats Sector C Pocket 9 at Vasant Kunj,Apartment,3,3,3,"New Delhi, Delhi N",New Delhi,Delhi N,India,ambience Mall
259,3,3BHK Builder Floor Apartment for New Property in Chattarpur,Builder Floor Apartment,3,2,1,"New Delhi, Delhi NCR",New Delhi,Delhi NCR,India,Dlf farm.
260,3,3BHK Multistorey Apartment for Resale in Mahavir Apartment at Dwarka,Apartment,3,3,3,"New Delhi, Delhi N",New Delhi,Delhi N,India,"Society is close to metro and market, very wellmaintained n green."
261,3,3BHK Multistorey Apartment for Resale in DDA Flats Munirka at Munirka,Apartment,3,2,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,"mother diary, market metro , bus stand"
262,3,3BHK Builder Floor Apartment for Resale in Sector 8 Dwarka,Builder Floor Apartment,3,3,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,Grace hospital
263,4,4BHK Builder Floor Apartment for New Property in Greater Kailash 1,Builder Floor Apartment,4,5,4,"New Delhi, Delhi N",New Delhi,Delhi N,India,Nearby Greater kailash M block market
264,3,3BHK Builder Floor Apartment for New Property in RWA Defence Colony Block A at Defence Colony,Builder Floor Apartment,3,4,3,"New Delhi, Delhi N",New Delhi,Delhi N,India,Market
265,2,"2BHK Multistorey Apartment for Resale in DDA Flats Sarita Vihar at Sarita Vihar, Mathura Road",Apartment,2,2,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,Sarita vihar metro station.
266,4,4BHK Builder Floor Apartment for New Property in Aadarsh Bhawan at Punjabi Bagh,Builder Floor Apartment,4,4,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,this is very close to club road and mandir
267,3,3BHK Multistorey Apartment for Resale in Sai Apartment at Sector 13 Rohini,Apartment,3,2,1,"New Delhi, Delhi N",New Delhi,Delhi N,India,north ex mall
268,5,5BHK Builder Floor Apartment for Resale in Greater Kailash 2,Builder Floor Apartment,5,5,4,"New Delhi, Delhi N",New Delhi,Delhi N,India,
269,3,3BHK Multistorey Apartment for Resale in Aastha Kunj at Dwarka,Apartment,3,2,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,Near by Market and Metro Station
270,4,4BHK Builder Floor Apartment for New Property in Green Park,Builder Floor Apartment,4,5,3,"New Delhi, Delhi N",New Delhi,Delhi N,India,We have  more  options  in south delhi.
271,3,"3BHK Multistorey Apartment for Resale in DLF Capital Greens 1 and 2 at Moti Nagar, Kirti Nagar",Apartment,3,3,4,"New Delhi, Delhi N",New Delhi,Delhi N,India,Moti Nagar Metro station
272,5,5BHK Builder Floor Apartment for New Property in Greater Kailash 1,Builder Floor Apartment,5,5,2,"New Delhi, Delhi N",New Delhi,Delhi N,India,"Peaceful Calm Green Locality, Inhabited by Kind People"
