SLNo,Furnished_status,Facing,Car_Parking,Type_of_ownership,Booking_amount,Buy_total_price
5632,Semi-Furnished,East,2 Covered,Freehold,0,57500000
5633,Semi-Furnished,,1 Covered,,0,20000000
5634,Semi-Furnished,North - East,1 Covered,Leasehold,600000,62700000
5635,Semi-Furnished,North - East,2 Covered,Leasehold,1000000,75000000
5636,Unfurnished,North - East,1 Covered,Leasehold,100000,7350000
5637,Semi-Furnished,East,1 Covered,Freehold,500000,25900000
5638,Unfurnished,East,1 Covered,Leasehold,100000,8030000
5639,Unfurnished,South -West,,Leasehold,100000,8000000
5640,Semi-Furnished,North - East,1 Covered,Leasehold,100000,10500000
5641,Unfurnished,North - East,1 Covered,Leasehold,1000000,29900000
5642,Semi-Furnished,South - East,"2 Covered, 1 Open",Leasehold,500000,21500000
5643,Semi-Furnished,North - East,1 Covered,Leasehold,100000,9020000
5644,Semi-Furnished,North - East,1 Covered,Leasehold,3000000,22900000
5645,Furnished,West,1 Covered,Leasehold,500000,23000000
5646,Unfurnished,,1 Covered,Leasehold,1600000,16500000
5647,Semi-Furnished,North - East,,Leasehold,0,8000000
5648,Semi-Furnished,South - East,,Leasehold,1000000,12000000
5649,Semi-Furnished,,,,0,32500000
5650,Unfurnished,South - East,,,0,9000000
5651,Semi-Furnished,North - East,2 Covered,Leasehold,0,30000000
5652,Furnished,,1 Covered,Freehold,0,39000000
5653,Unfurnished,North - East,,Leasehold,0,16500000
5654,Semi-Furnished,North - East,"2 Covered, 1 Open",Leasehold,4000000,58000000
5655,Semi-Furnished,North - West,1 Covered,Leasehold,200000,15500000
5656,Semi-Furnished,North - East,,Leasehold,500000,15000000
5657,Unfurnished,South,,Freehold,100000,3000000
5658,Furnished,East,1 Covered,Leasehold,1000000,17700000
5659,Unfurnished,South - East,,Co-operative Society,0,9000000
5660,Semi-Furnished,,,,0,17000000
5661,Semi-Furnished,North - East,"2 Covered, 1 Open",,0,29000000
5662,Semi-Furnished,North - East,,Leasehold,4000000,45000000
5663,Semi-Furnished,West,1 Open,Freehold,2500000,18500000
5664,Semi-Furnished,,1 Covered,,0,7500000
5665,Unfurnished,,,,0,3600000
5666,Unfurnished,East,,,100000,12500000
5667,Unfurnished,North - East,2 Covered,Leasehold,5000000,50000000
5668,Semi-Furnished,North - East,"1 Covered, 1 Open",Leasehold,0,6800000
5669,Semi-Furnished,,1 Covered,Leasehold,0,17000000
5670,Unfurnished,North - East,"1 Covered, 1 Open",Freehold,0,1200000
5671,Unfurnished,North - East,,,760000,4200000
5672,Unfurnished,North - East,,Freehold,19500000,18800000
5673,Unfurnished,East,,Leasehold,0,24000000
5674,Unfurnished,,,,0,18000000
5675,Semi-Furnished,North - East,"1 Covered, 1 Open",,0,3500000
5676,Unfurnished,East,,Freehold,0,6700000
5677,Unfurnished,,,,0,28000000
5678,Unfurnished,North - East,1 Covered,Leasehold,0,27000000
5679,Furnished,North - East,"1 Covered, 1 Open",Leasehold,0,33000000
5680,Semi-Furnished,East,"1 Covered, 1 Open",Leasehold,500000,8000000
5681,Semi-Furnished,,,Freehold,0,7000000
5682,Unfurnished,West,,Leasehold,100000,7600000
5683,,South -West,2 Covered,,3000000,17500000
5684,Furnished,North - East,3 Covered,Leasehold,0,30000000
5685,Unfurnished,West,,Freehold,0,2500000
5686,Unfurnished,North - East,,Leasehold,0,5500000
5687,Semi-Furnished,North - East,,Leasehold,1000000,9800000
5688,Unfurnished,,,,500000,20500000
5689,Semi-Furnished,North - East,,,0,21000000
5690,Semi-Furnished,,,,0,26000000
5691,Unfurnished,East,1 Covered,Leasehold,0,9000000
5692,Unfurnished,North - East,,Leasehold,0,56500000
5693,Semi-Furnished,North - East,1 Covered,Leasehold,1000000,27000000
5694,Unfurnished,North - East,1 Open,Leasehold,1000000,9000000
5695,Unfurnished,,,Leasehold,200000,6200000
5696,Semi-Furnished,North - East,"1 Covered, 1 Open",Leasehold,100000,8500000
5697,Unfurnished,South,,,0,11500000
5698,Semi-Furnished,,,,0,69300000
5699,Unfurnished,East,,,0,2200000
5700,Semi-Furnished,,,,1300000,13000000
5701,Furnished,East,,,200000,8700000
5702,Semi-Furnished,,,,0,4000000
5703,Semi-Furnished,,,,2500000,19000000
5704,Unfurnished,,,,0,15500000
5705,Unfurnished,,,Leasehold,0,5500000
5706,Unfurnished,North - West,,Freehold,410000,7280000
5707,Semi-Furnished,East,,Freehold,0,6500000
5708,Furnished,,,,0,29000000
5709,Unfurnished,South - East,2 Covered,Leasehold,1000000,43000000
5710,Semi-Furnished,North - East,1 Covered,Freehold,100000,6000000
5711,Semi-Furnished,North - East,,Freehold,0,38000000
5712,Unfurnished,North - East,,Leasehold,1000000,8500000
5713,Semi-Furnished,East,,Leasehold,0,10200000
5714,Semi-Furnished,West,1 Covered,Leasehold,10000,7900000
5715,Unfurnished,,,Freehold,0,13500000
5716,Unfurnished,North - East,,Leasehold,0,17000000
5717,Unfurnished,,,Co-operative Society,0,12500000
5718,Semi-Furnished,,,,1000000,19000000
5719,Furnished,East,,Leasehold,0,14700000
5720,Furnished,North,,Leasehold,500000,12500000
5721,Semi-Furnished,,,,0,1800000
5722,Semi-Furnished,,,,0,6000000
5723,Semi-Furnished,,,,0,10400000
5724,Unfurnished,North - East,,Freehold,0,4300000
5725,Unfurnished,,,Freehold,0,35000000
5726,Semi-Furnished,East,,Leasehold,510000,9500000
5727,Semi-Furnished,East,1 Covered,,100000,6850000
5728,Unfurnished,,,,0,1800000
5729,Semi-Furnished,North - East,,Freehold,200000,16000000
5730,Semi-Furnished,East,,Freehold,0,8500000
5731,Semi-Furnished,East,2 Covered,Leasehold,2500000,20000000
5732,Semi-Furnished,,,,1500000,15000000
5733,Semi-Furnished,North - East,,Leasehold,0,23500000
5734,Semi-Furnished,,,,0,3000000
5735,Semi-Furnished,North - East,2 Covered,Freehold,0,18000000
5736,Unfurnished,,,,0,4500000
5737,,,,,0,9800000
5738,Semi-Furnished,North - East,,Freehold,0,23200000
5739,Semi-Furnished,,2 Covered,,0,35000000
5740,Semi-Furnished,West,1 Covered,Leasehold,500000,33000000
5741,Semi-Furnished,,,,0,61000000
5742,Unfurnished,East,,,0,9800000
5743,Furnished,East,,Leasehold,1050000,10500000
5744,Semi-Furnished,East,,Leasehold,0,14000000
5745,Unfurnished,,,,0,2300000
5746,Semi-Furnished,East,,,0,10000000
5747,Unfurnished,East,,Freehold,0,1290000
5748,Semi-Furnished,North,,Leasehold,0,31500000
5749,Unfurnished,,,Freehold,0,12000000
5750,Unfurnished,East,,Leasehold,900000,9000000
5751,Unfurnished,North - East,1 Covered,Freehold,0,5900000
5752,Semi-Furnished,,,,0,1600000
5753,Semi-Furnished,North,,Freehold,101000,1700000
5754,Unfurnished,East,,Leasehold,100000,10000000
5755,Semi-Furnished,East,,,0,20000000
5756,Unfurnished,,,,0,2200000
5757,Semi-Furnished,,,,0,11100000
5758,Furnished,North,1 Covered,Leasehold,2000000,16500000
5759,Furnished,,,,0,7000000
5760,Semi-Furnished,,,,0,3900000
5761,Furnished,East,1 Covered,,0,12500000
5762,Semi-Furnished,,,,0,6300000
5763,Furnished,South,1 Covered,Freehold,0,8500000
5764,Semi-Furnished,,,,300000,2100000
5765,Semi-Furnished,West,7 Covered,Freehold,41000,2300000
5766,Semi-Furnished,,1 Covered,,0,5500000
5767,Semi-Furnished,North - East,,Power Of Attorney,1500000,5600000
5768,Unfurnished,South,,Freehold,0,6900000
5769,Semi-Furnished,East,,,0,3700000
5770,Unfurnished,East,,Leasehold,500000,18000000
5771,Unfurnished,North,1 Covered,Leasehold,0,5500000
5772,Furnished,,,,0,10000000
5773,Semi-Furnished,,1 Covered,,0,3800000
5774,Semi-Furnished,,,,0,1600000
5775,Furnished,,,,0,8500000
5776,Semi-Furnished,,,Leasehold,1270000,12700000
5777,Semi-Furnished,,,Freehold,0,6000000
5778,Semi-Furnished,East,1 Covered,Leasehold,0,9600000
5779,Unfurnished,,,Freehold,0,18900000
5780,Furnished,,,,500000,32500000
5781,Furnished,East,,Leasehold,0,16000000
5782,Semi-Furnished,,,,0,15000000
5783,Unfurnished,,,,2500000,14000000
5784,Semi-Furnished,East,,Freehold,251000,4000000
5785,Furnished,,,,0,2650000
5786,Unfurnished,,,,0,7100000
5787,Furnished,,,,0,13000000
5788,Unfurnished,North,,Freehold,0,38000000
5789,Semi-Furnished,,,,0,8000000
5790,Unfurnished,East,,Freehold,0,2500000
5791,Unfurnished,,,Freehold,0,250000
5792,Semi-Furnished,,,,0,2700000
5793,Unfurnished,,,,1000000,13000000
5794,Semi-Furnished,,,,500000,8200000
5795,Semi-Furnished,,,Power Of Attorney,0,1000000
5796,Furnished,North - East,1 Covered,Freehold,0,4000000
5797,Unfurnished,,,,0,27500000
5798,Semi-Furnished,,,Leasehold,0,19900000
5799,Unfurnished,East,,Freehold,0,6700000
5800,Semi-Furnished,North - East,1 Covered,Leasehold,0,8000000
5801,Unfurnished,,,,0,2700000
5802,Semi-Furnished,,,,0,2700000
5803,Unfurnished,,,,0,5000000
5804,Unfurnished,,,,0,2000000
5805,Unfurnished,,,,0,1200000
5806,Unfurnished,,,,0,18000000
5807,Semi-Furnished,,,,0,7700000
5808,Furnished,North - West,1 Open,Freehold,100000,7000000
5809,Semi-Furnished,North - East,,Leasehold,1000000,10000000
5810,Semi-Furnished,North - East,1 Covered,Freehold,0,7200000
5811,Semi-Furnished,,,,0,8000000
5812,Semi-Furnished,,,,0,6500000
5813,Furnished,,,Freehold,0,3200000
5814,Unfurnished,East,1 Covered,Leasehold,0,12000000
5815,Semi-Furnished,,,,0,9200000
5816,Semi-Furnished,,,,0,1800000
5817,Unfurnished,,,,20000,4500000
5818,Semi-Furnished,,1 Covered,,1000000,7000000
5819,Unfurnished,,,,0,9000000
5820,Unfurnished,West,,Power Of Attorney,500000,29500000
5821,Unfurnished,East,1 Covered,Freehold,0,9000000
5822,Unfurnished,,,Leasehold,0,9500000
5823,Unfurnished,North - East,,Freehold,0,4600000
5824,Unfurnished,,,,0,13000000
5825,Semi-Furnished,East,,Leasehold,0,13500000
5826,Unfurnished,East,,Freehold,0,2400000
5827,Furnished,East,,,0,4000000
5828,Semi-Furnished,,,,0,2200000
5829,Furnished,,,,0,4000000
5830,Furnished,West,2 Covered,Leasehold,0,7000000
5831,Semi-Furnished,East,,Freehold,50000,4250000
5832,Furnished,North,,Freehold,0,6000000
5833,Unfurnished,South,1 Covered,Freehold,16000000,22100000
5834,Semi-Furnished,,,,1350000,13500000
5835,Semi-Furnished,North - East,"1 Covered, 1 Open",,0,42500000
5836,Furnished,,,,0,7200000
5837,Unfurnished,East,1 Covered,,0,12200000
5838,Semi-Furnished,,,,1350000,13500000
5839,Semi-Furnished,,,,0,7000000
5840,Semi-Furnished,South -West,1 Covered,Freehold,200000,2500000
5841,Semi-Furnished,,,,0,15000000
5842,Semi-Furnished,North - East,1 Covered,Leasehold,1000000,12500000
5843,Unfurnished,,,,0,3560000
5844,Unfurnished,,,,0,14000000
5845,Unfurnished,,,Freehold,0,18000000
5846,Semi-Furnished,,,,7000000,33000000
5847,Semi-Furnished,North,"1 Covered, 2 Open",Freehold,100000,5800000
5848,Semi-Furnished,,,,0,9000000
5849,Unfurnished,North - East,1 Covered,Leasehold,500000,10000000
5850,Semi-Furnished,,,,0,12500000
5851,Unfurnished,,,,0,17100000
5852,Semi-Furnished,East,1 Covered,Freehold,1000000,6000000
5853,Unfurnished,North - West,,Leasehold,0,7350000
5854,Furnished,,,,0,8500000
5855,Semi-Furnished,North - East,1 Covered,Freehold,1000000,12500000
5856,Semi-Furnished,,,Freehold,0,4000000
5857,Unfurnished,,2 Covered,Freehold,0,60000000
5858,Semi-Furnished,,,Leasehold,0,2100000
5859,Unfurnished,,,Freehold,0,13000000
5860,Unfurnished,,,,0,8500000
5861,Semi-Furnished,,1 Covered,,0,24500000
5862,Semi-Furnished,,,,0,14500000
5863,Unfurnished,North - East,,,0,2000000
5864,Semi-Furnished,,1 Covered,,1500000,9500000
5865,Semi-Furnished,North - East,,Leasehold,0,12000000
5866,Furnished,North - West,,Leasehold,0,39000000
5867,Unfurnished,North - East,1 Covered,Leasehold,100000,19000000
5868,Unfurnished,,,,0,3400000
5869,Unfurnished,,,,0,11500000
5870,Semi-Furnished,,,,0,75000000
5871,Unfurnished,North,,Leasehold,0,14500000
5872,Unfurnished,East,"1 Covered, 1 Open",Leasehold,0,4000000
5873,Semi-Furnished,,"1 Covered, 1 Open",Freehold,0,6000000
5874,Furnished,,,,0,2800000
5875,Semi-Furnished,,,,51000,10500000
5876,Semi-Furnished,,,,100000,7100000
5877,Semi-Furnished,East,1 Covered,Leasehold,1000000,24000000
5878,Unfurnished,,,,5000000,37000000
5879,Semi-Furnished,East,1 Covered,Power Of Attorney,320000,26500000
5880,Unfurnished,,,,0,12500000
5881,Semi-Furnished,,,,0,7000000
5882,Unfurnished,North - East,"1 Covered, 1 Open",Leasehold,0,13500000
5883,Semi-Furnished,,,,0,15000000
5884,Unfurnished,North - East,,Freehold,0,9300000
5885,Unfurnished,,,,0,1750000
5886,Furnished,,,,0,6100000
5887,Unfurnished,East,1 Covered,Leasehold,500000,8000000
5888,Unfurnished,,1 Open,,0,3200000
5889,,,,,0,3000000
5890,Semi-Furnished,South -West,,Leasehold,0,12200000
5891,Unfurnished,,,,0,9500000
5892,Semi-Furnished,,,,0,7500000
5893,Unfurnished,East,,Freehold,500000,2700000
5894,Semi-Furnished,,,,0,9000000
5895,Unfurnished,,1 Covered,,0,7000000
5896,Unfurnished,East,,Leasehold,0,4250000
5897,Semi-Furnished,East,2 Covered,Freehold,0,10000000
5898,Semi-Furnished,North - West,,Leasehold,50000,12500000
5899,Unfurnished,North - East,1 Covered,,500000,15500000
5900,Unfurnished,East,,Leasehold,500000,44900000
5901,Semi-Furnished,,,,0,9500000
5902,Semi-Furnished,South -West,2 Covered,Leasehold,900000,25900000
5903,Semi-Furnished,,,,0,9500000
5904,Furnished,,3 Covered,Power Of Attorney,0,56000000
5905,Semi-Furnished,,,,51000,10000000
5906,Unfurnished,,,Leasehold,0,10000000
5907,Semi-Furnished,,,,0,2500000
5908,Semi-Furnished,North - East,,,0,34000000
5909,Semi-Furnished,North - East,,Freehold,450000,4000000
5910,Semi-Furnished,,,,0,9500000
5911,Semi-Furnished,,,,0,7500000
5912,Semi-Furnished,,,,0,11000000
5913,Semi-Furnished,,,,0,5200000
5914,Semi-Furnished,East,,Leasehold,1250000,12500000
5915,Unfurnished,East,,Freehold,0,8850000
5916,Semi-Furnished,,1 Covered,,0,3000000
5917,Semi-Furnished,,1 Covered,Leasehold,0,25500000
5918,Furnished,,,,0,17000000
5919,Semi-Furnished,,1 Covered,,0,5500000
5920,Unfurnished,North - West,,Leasehold,0,11500000
5921,Unfurnished,East,,Freehold,0,13500000
5922,Unfurnished,,,,0,3970000
5923,Semi-Furnished,South,1 Covered,Power Of Attorney,0,7200000
5924,,,,,0,32800000
5925,Unfurnished,,,,0,15000000
5926,Unfurnished,North - West,2 Covered,Leasehold,0,13500000
5927,Semi-Furnished,East,1 Covered,Leasehold,0,10800000
5928,Unfurnished,,,,500000,3000000
5929,Semi-Furnished,North - East,,Co-operative Society,0,4800000
5930,Unfurnished,North - East,,Leasehold,0,23500000
5931,Semi-Furnished,,,,0,8500000
5932,Semi-Furnished,,,,0,38500000
5933,Semi-Furnished,,,,0,11000000
5934,Unfurnished,North - East,1 Covered,Freehold,4300000,7500000
5935,Semi-Furnished,East,1 Covered,,100000,21500000
5936,Semi-Furnished,East,,Freehold,0,4300000
5937,Unfurnished,,1 Covered,,100000,12200000
5938,Furnished,,,,0,12500000
5939,Unfurnished,East,1 Covered,Freehold,0,8500000
5940,Furnished,East,,Freehold,0,5500000
5941,Furnished,South - East,1 Covered,Leasehold,0,10500000
5942,Semi-Furnished,North - East,"2 Covered, 2 Open",Leasehold,500000,36000000
5943,Unfurnished,,,,0,6500000
5944,Semi-Furnished,East,,Freehold,0,3600000
5945,,,,,0,11500000
5946,Semi-Furnished,North - East,,Freehold,0,19000000
5947,Semi-Furnished,,,,0,1700000
5948,,,,,0,2700000
5949,Semi-Furnished,East,,Freehold,0,10200000
5950,Unfurnished,,,,600000,6820000
5951,Semi-Furnished,East,1 Covered,,0,10000000
5952,Unfurnished,,,,0,9500000
5953,Furnished,,,,0,28000000
5954,,,,,0,4500000
5955,Unfurnished,,,,0,2200000
5956,,,,,0,10000000
5957,Semi-Furnished,,,,0,11000000
5958,Unfurnished,North - East,,Leasehold,0,8500000
5959,Semi-Furnished,,,,0,3500000
5960,Furnished,,,,10000,1400000
5961,Furnished,North - East,"2 Covered, 1 Open",Freehold,0,25500000
5962,Unfurnished,,,,0,16200000
5963,Semi-Furnished,East,1 Covered,Freehold,50000,7100000
5964,Unfurnished,,,Freehold,0,4400000
5965,Semi-Furnished,,,,0,6700000
5966,Semi-Furnished,,,Freehold,0,8500000
5967,Furnished,East,1 Covered,Leasehold,500000,21000000
5968,Semi-Furnished,,,Leasehold,0,45000000
5969,Unfurnished,North - East,1 Covered,Freehold,0,6900000
5970,Semi-Furnished,West,1 Covered,Freehold,100000,2490000
5971,Semi-Furnished,,,,1280000,12800000
5972,Unfurnished,West,,Freehold,290000,6500000
5973,Unfurnished,,,,0,3600000
5974,Semi-Furnished,,,,0,4000000
5975,Semi-Furnished,,,,0,26000000
5976,Unfurnished,,,Leasehold,0,6800000
5977,Semi-Furnished,,,,0,5900000
5978,Semi-Furnished,,,,0,17500000
5979,,,,,0,5700000
5980,Semi-Furnished,,3 Covered,Leasehold,4000000,54500000
5981,Semi-Furnished,,,Co-operative Society,0,43000000
5982,Semi-Furnished,,,Freehold,0,4500000
5983,Semi-Furnished,,,,0,4000000
5984,Semi-Furnished,,,,0,22400000
5985,Semi-Furnished,,,,1000000,10700000
5986,Semi-Furnished,East,,Freehold,0,7000000
5987,Furnished,,,,1000000,8000000
5988,Unfurnished,,1 Covered,,0,22000000
5989,Semi-Furnished,,,,0,6800000
5990,Semi-Furnished,East,1 Open,Freehold,0,8600000
5991,Semi-Furnished,West,1 Covered,Freehold,0,6000000
5992,Furnished,,,,0,27000000
5993,Unfurnished,,,,0,5000000
5994,Semi-Furnished,,,,0,7000000
5995,Semi-Furnished,,,,0,42500000
5996,Semi-Furnished,South -West,1 Covered,Freehold,0,3500000
5997,Unfurnished,,,Freehold,0,5500000
5998,Furnished,South - East,,Freehold,0,25000000
5999,Furnished,,,,0,45000000
6000,Unfurnished,North - East,,Leasehold,0,12000000
6001,Furnished,,,,0,25000000
6002,Semi-Furnished,,,,0,7000000
6003,Furnished,North - East,1 Covered,Freehold,500000,17500000
6004,Semi-Furnished,,,,0,2500000
6005,Semi-Furnished,,,,0,11500000
6006,Unfurnished,,,,0,6000000
6007,,,,,0,30200000
6008,Semi-Furnished,East,,Leasehold,0,14500000
6009,Semi-Furnished,,,,1000000,38000000
6010,Semi-Furnished,North,1 Covered,Freehold,500000,18500000
6011,Furnished,West,,,2000000,18000000
6012,Unfurnished,,,,0,27500000
6013,Unfurnished,North - West,,,1165300,11600000
6014,Semi-Furnished,North - East,,,0,13000000
6015,Semi-Furnished,,,,0,12000000
6016,Semi-Furnished,,,Freehold,0,13000000
6017,Semi-Furnished,,,,1500000,17500000
6018,Semi-Furnished,,,,0,20000000
6019,Semi-Furnished,,,,0,11000000
6020,Unfurnished,,,,0,13000000
6021,Semi-Furnished,,19 Covered,Freehold,0,17500000
6022,Semi-Furnished,,,,0,6500000
6023,Unfurnished,,1 Covered,,0,10000000
6024,Unfurnished,East,1 Covered,Freehold,50000,6500000
6025,Unfurnished,,,,0,2700000
6026,Unfurnished,North - East,,,500000,10500000
6027,Unfurnished,,,,0,15500000
6028,Semi-Furnished,South - East,,Leasehold,0,12000000
6029,Semi-Furnished,North - East,,Leasehold,0,9000000
6030,Unfurnished,,,,0,1900000
6031,Semi-Furnished,East,1 Covered,Leasehold,0,15000000
6032,Semi-Furnished,North,,Leasehold,0,13500000
6033,Unfurnished,North,,Leasehold,420000,4600000
6034,Semi-Furnished,,1 Covered,Leasehold,0,10000000
6035,Unfurnished,North - East,,Freehold,0,2000000
6036,Unfurnished,,,,0,12000000
6037,Semi-Furnished,,1 Covered,,0,3200000
6038,Furnished,North - East,"1 Covered, 1 Open",Co-operative Society,0,11000000
6039,Semi-Furnished,,,,0,6500000
6040,Unfurnished,,,,0,7500000
6041,Unfurnished,North - East,,Freehold,50000,1450000
6042,Semi-Furnished,,,,0,3100000
6043,Semi-Furnished,,,,0,22500000
6044,Unfurnished,,,,0,4000000
6045,Unfurnished,,,,0,8000000
6046,Furnished,North - East,1 Covered,Freehold,200000,11500000
6047,Semi-Furnished,,,,0,10500000
6048,Unfurnished,South -West,2 Open,Leasehold,0,12000000
6049,Semi-Furnished,East,,,0,12000000
6050,Semi-Furnished,East,,Leasehold,0,27000000
6051,Unfurnished,North,,,0,12000000
6052,Semi-Furnished,,,,0,17500000
6053,Unfurnished,South - East,1 Open,Leasehold,0,6500000
6054,Furnished,East,,,0,21000000
6055,Unfurnished,East,,Leasehold,100000,7190000
6056,Furnished,,,,0,9700000
6057,Semi-Furnished,,2 Covered,Co-operative Society,0,43000000
6058,Semi-Furnished,,1 Covered,Leasehold,1500000,13500000
