SLNo,Furnished_status,Facing,Car_Parking,Type_of_ownership,Booking_amount,Buy_total_price
3456,Semi-Furnished,South,1 Covered,Freehold,3050000,6090000
3457,Semi-Furnished,,1 Covered,Freehold,0,3200000
3458,Unfurnished,East,"1 Covered, 1 Open",Freehold,2200000,4200000
3459,Semi-Furnished,East,1 Open,Freehold,400000,4600000
3460,Unfurnished,South,2 Open,Freehold,50000,2500000
3461,Semi-Furnished,South,,Freehold,0,6500000
3462,Furnished,East,1 Covered,Freehold,1500000,5600000
3463,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,2330000,3650000
3464,Unfurnished,,,,0,1600000
3465,Unfurnished,East,,,0,4900000
3466,Unfurnished,South,,Freehold,0,6700000
3467,Semi-Furnished,East,4 Covered,Freehold,1000000,3700000
3468,Semi-Furnished,,,,0,3800000
3469,Semi-Furnished,West,"1 Covered, 1 Open",Freehold,0,7400000
3470,Semi-Furnished,North,"1 Covered, 1 Open",Freehold,0,6000000
3471,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,4100000
3472,Unfurnished,,,Freehold,0,4750000
3473,Semi-Furnished,,,Freehold,50000,3900000
3474,Unfurnished,South - East,,Freehold,3300000,6500000
3475,Semi-Furnished,,,,50000,4000000
3476,Semi-Furnished,North,1 Covered,Freehold,0,21000000
3477,Unfurnished,West,2 Covered,Freehold,0,8600000
3478,Semi-Furnished,South,"2 Covered, 1 Open",Freehold,500000,13000000
3479,Semi-Furnished,North,"1 Covered, 1 Open",Freehold,100000,3100000
3480,Unfurnished,East,,Freehold,0,32000000
3481,Semi-Furnished,North,"1 Covered, 1 Open",Freehold,0,1800000
3482,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,100000,26000000
3483,Unfurnished,North,,,0,5500000
3484,Semi-Furnished,East,,Freehold,3300000,6600000
3485,Unfurnished,South,,Freehold,25000,6500000
3486,Furnished,South -West,2 Covered,Freehold,0,9900000
3487,Semi-Furnished,North,"1 Covered, 1 Open",Freehold,100000,4100000
3488,Semi-Furnished,South,"1 Covered, 1 Open",Freehold,320000,5300000
3489,Unfurnished,,,,0,4000000
3490,Unfurnished,East,,Freehold,0,5500000
3491,Semi-Furnished,East,1 Open,Freehold,1500000,8990000
3492,Unfurnished,South,,Freehold,2000000,35500000
3493,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,9200000
3494,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,50000,4400000
3495,Semi-Furnished,East,206 Covered,Freehold,100000,7500000
3496,Semi-Furnished,South,"1 Covered, 1 Open",Freehold,0,4000000
3497,Unfurnished,North,,Freehold,2100000,4200000
3498,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,500000,7800000
3499,Unfurnished,,,,0,26000000
3500,Unfurnished,West,,Freehold,0,10000000
3501,Semi-Furnished,North,,Freehold,0,4400000
3502,Semi-Furnished,North,"1 Covered, 1 Open",Freehold,0,6300000
3503,Unfurnished,North,4 Covered,Freehold,0,45000000
3504,Semi-Furnished,West,"1 Covered, 1 Open",Freehold,0,4500000
3505,Semi-Furnished,East,,Freehold,0,3550000
3506,Unfurnished,East,,Freehold,100000,3200000
3507,Unfurnished,East,84 Covered,Freehold,1000000,30000000
3508,Semi-Furnished,West,1 Covered,Freehold,2000000,13000000
3509,Unfurnished,North - West,"1 Covered, 1 Open",Freehold,2000000,3100000
3510,Furnished,West,"1 Covered, 1 Open",Freehold,10000,5500000
3511,Semi-Furnished,North - West,1 Covered,Freehold,25000,3900000
3512,Unfurnished,East,1 Covered,Freehold,500000,6700000
3513,Unfurnished,North,1 Covered,Freehold,500000,9900000
3514,Unfurnished,North,,Freehold,0,6300000
3515,Semi-Furnished,East,,Freehold,0,23000000
3516,Semi-Furnished,North,"1 Covered, 1 Open",Freehold,10000,2400000
3517,Semi-Furnished,East,"1 Covered, 1 Open",Leasehold,100000,7500000
3518,Semi-Furnished,,,,0,5500000
3519,Unfurnished,East,,Power Of Attorney,100000,15000000
3520,Unfurnished,West,,Freehold,0,16000000
3521,Semi-Furnished,South,"1 Covered, 1 Open",Freehold,100000,4700000
3522,Semi-Furnished,,1 Open,Freehold,100000,13800000
3523,Unfurnished,East,,,0,65100000
3524,Unfurnished,,,,50000,4300000
3525,Unfurnished,South,,Co-operative Society,1000000,10000000
3526,Semi-Furnished,,,,0,3600000
3527,Furnished,,,,25000,26600000
3528,Semi-Furnished,South,,Freehold,3300000,6500000
3529,Unfurnished,East,,Freehold,100000,2100000
3530,Semi-Furnished,West,1 Covered,Freehold,3300000,4200000
3531,Semi-Furnished,West,,,100000,7700000
3532,Unfurnished,South,433 Covered,Freehold,100000,7500000
3533,Unfurnished,,,,0,3700000
3534,Unfurnished,East,,Freehold,50000,5600000
3535,Unfurnished,East,,Freehold,100000,800000
3536,Unfurnished,North,,Freehold,100000,6000000
3537,Semi-Furnished,North,,Freehold,100000,3600000
3538,Semi-Furnished,West,"1 Covered, 1 Open",Freehold,2000000,3000000
3539,Unfurnished,East,,Freehold,100000,7700000
3540,Unfurnished,North,,Freehold,100000,7500000
3541,Semi-Furnished,North,,Freehold,0,12200000
3542,Semi-Furnished,North - West,1 Open,Freehold,0,3900000
3543,Unfurnished,South,1 Covered,Freehold,100000,6100000
3544,Semi-Furnished,,,,0,7000000
3545,Semi-Furnished,West,,Freehold,0,5000000
3546,Semi-Furnished,West,,Freehold,1,2500000
3547,Semi-Furnished,North - East,1 Covered,Freehold,200000,7900000
3548,Unfurnished,North,1 Open,Freehold,0,4000000
3549,Furnished,North - West,2 Covered,Freehold,50000,3150000
3550,Unfurnished,North,,Freehold,0,5000000
3551,Unfurnished,,,,0,7000000
3552,Unfurnished,North,1 Covered,Freehold,0,3000000
3553,Unfurnished,East,,Freehold,0,4100000
3554,Semi-Furnished,,,,0,9500000
3555,Semi-Furnished,North,"1 Covered, 1 Open",Freehold,0,8000000
3556,Semi-Furnished,North - West,"1 Covered, 1 Open",Freehold,0,7000000
3557,Semi-Furnished,South,1 Open,Freehold,0,5700000
3558,Unfurnished,East,,Freehold,0,25000000
3559,Unfurnished,East,1 Covered,Freehold,100000,7990000
3560,Unfurnished,West,,Freehold,0,5500000
3561,Semi-Furnished,West,"1 Covered, 1 Open",Freehold,0,9000000
3562,Unfurnished,East,,Freehold,1000000,9500000
3563,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,4500000
3564,Semi-Furnished,West,,Freehold,0,4900000
3565,Semi-Furnished,West,"1 Covered, 1 Open",Freehold,100000,11500000
3566,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,3000000
3567,Unfurnished,South,1 Covered,Freehold,2000000,6230000
3568,Semi-Furnished,West,1 Covered,Freehold,100000,9000000
3569,Semi-Furnished,West,,Freehold,500000,3700000
3570,Semi-Furnished,East,1 Covered,Freehold,100000,26500000
3571,Semi-Furnished,East,,Freehold,0,2600000
3572,Semi-Furnished,,1 Covered,Freehold,0,7200000
3573,Semi-Furnished,North,1 Covered,Freehold,0,10500000
3574,,North,1 Covered,Freehold,100000,4510000
3575,Semi-Furnished,East,"1 Covered, 1 Open",Co-operative Society,50000,4500000
3576,Semi-Furnished,North,"1 Covered, 1 Open",Freehold,0,6500000
3577,Unfurnished,South,,,100000,7200000
3578,Unfurnished,North - East,1 Open,Freehold,0,7000000
3579,Furnished,,2 Covered,Freehold,100000,13000000
3580,Unfurnished,West,,Freehold,1000000,11000000
3581,Semi-Furnished,East,,Freehold,0,5900000
3582,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,6000000
3583,Unfurnished,West,1 Covered,Freehold,0,4200000
3584,Semi-Furnished,East,,Freehold,0,8000000
3585,Semi-Furnished,,1 Covered,Freehold,0,17600000
3586,Semi-Furnished,South,,Freehold,0,18000000
3587,Semi-Furnished,South,,,0,6200000
3588,Semi-Furnished,,,,0,6200000
3589,Unfurnished,South,,Freehold,0,7600000
3590,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,6000000
3591,Furnished,,,,0,3000000
3592,Semi-Furnished,North,,Freehold,0,4300000
3593,Semi-Furnished,,,,0,4600000
3594,Unfurnished,,,Freehold,0,4600000
3595,Unfurnished,North,,Freehold,0,3500000
3596,Semi-Furnished,South,1 Open,Freehold,300000,7200000
3597,Unfurnished,North,6 Covered,Freehold,50000,7000000
3598,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,100000,8000000
3599,Semi-Furnished,South,"1 Covered, 1 Open",Freehold,2200000,6800000
3600,Unfurnished,South,,Freehold,100000,4500000
3601,Semi-Furnished,East,,Freehold,0,3500000
3602,Unfurnished,North,"1 Covered, 1 Open",Freehold,100000,6500000
3603,Semi-Furnished,West,1 Covered,Freehold,5500000,14000000
3604,Unfurnished,East,,Freehold,0,12500000
3605,Unfurnished,East,"1 Covered, 1 Open",Freehold,100000,4270000
3606,Unfurnished,East,,Freehold,0,9500000
3607,Unfurnished,North,,Freehold,0,13200000
3608,Unfurnished,South,,Freehold,100000,13000000
3609,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,11000000
3610,Unfurnished,East,,Freehold,0,5500000
3611,Semi-Furnished,North,1 Covered,Freehold,500000,12300000
3612,Semi-Furnished,West,2 Covered,Freehold,10000000,20000000
3613,Furnished,South,,Freehold,100000,30000000
3614,Semi-Furnished,North,,Freehold,100000,14000000
3615,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,21000000
3616,Semi-Furnished,South,,Freehold,50000,2600000
3617,Semi-Furnished,East,,Freehold,0,7500000
3618,Unfurnished,,,,0,7950000
3619,Semi-Furnished,North,"1 Covered, 1 Open",Freehold,0,15500000
3620,Semi-Furnished,East,,Freehold,0,6100000
3621,Unfurnished,North,,Freehold,8330000,15500000
3622,Unfurnished,South,,,0,5800000
3623,Unfurnished,West,,Freehold,0,4000000
3624,Unfurnished,,,,0,1800000
3625,Semi-Furnished,West,,,0,4500000
3626,Semi-Furnished,West,,Co-operative Society,50000,5200000
3627,Semi-Furnished,South,1 Covered,Freehold,0,17000000
3628,Furnished,North,"1 Covered, 1 Open",Freehold,0,9000000
3629,Semi-Furnished,South,1 Covered,Freehold,0,9900000
3630,Unfurnished,East,,,0,5800000
3631,Unfurnished,East,,Freehold,20000,5870000
3632,Unfurnished,,,,0,4800000
3633,Semi-Furnished,South,"1 Covered, 1 Open",Freehold,0,1900000
3634,Unfurnished,,,,0,3500000
3635,Semi-Furnished,East,,Freehold,100000,6000000
3636,Semi-Furnished,,3 Covered,Freehold,100000,4800000
3637,Unfurnished,East,,Freehold,0,2900000
3638,Semi-Furnished,,,,0,11000000
3639,Unfurnished,South,,Freehold,0,4500000
3640,Semi-Furnished,West,6 Covered,,0,20200000
3641,Unfurnished,East,,Freehold,100000,8000000
3642,,,,,0,4500000
3643,Semi-Furnished,East,"2 Covered, 1 Open",Freehold,0,14000000
3644,Unfurnished,North,,Freehold,0,7500000
3645,Unfurnished,South,,Freehold,0,8500000
3646,Unfurnished,East,"1 Covered, 1 Open",Freehold,100000,8200000
3647,Semi-Furnished,North,1 Covered,Freehold,100000,15000000
3648,Unfurnished,North,,Freehold,0,5700000
3649,Unfurnished,South,,Freehold,0,3000000
3650,Semi-Furnished,,1 Covered,,0,15000000
3651,Unfurnished,North,"1 Covered, 1 Open",Freehold,6000000,11000000
3652,Unfurnished,South - East,,Freehold,100000,7500000
3653,Semi-Furnished,East,1 Covered,Freehold,100000,8500000
3654,Semi-Furnished,East,1 Open,Freehold,20000,10500000
3655,Unfurnished,North,1 Open,Freehold,100000,8000000
3656,Semi-Furnished,South,"19 Covered, 19 Open",Freehold,200000,2600000
3657,Semi-Furnished,North,"1 Covered, 1 Open",Freehold,110000,11000000
3658,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,7200000
3659,Unfurnished,East,1 Covered,Freehold,100000,6040000
3660,Semi-Furnished,South,"1 Covered, 1 Open",Freehold,500000,11200000
3661,Unfurnished,South,,Freehold,500000,2500000
3662,Furnished,East,1 Open,Freehold,0,9500000
3663,Unfurnished,North,1 Covered,Freehold,0,13500000
3664,Semi-Furnished,,,,0,2100000
3665,Unfurnished,West,"1 Covered, 1 Open",Freehold,0,10000000
3666,Unfurnished,North,1 Open,Freehold,0,5800000
3667,Semi-Furnished,West,,Freehold,20000,10000000
3668,Unfurnished,South,,Freehold,0,7500000
3669,Furnished,East,1 Covered,Freehold,0,6200000
3670,Unfurnished,North,,,0,4000000
3671,Unfurnished,East,,Freehold,0,5000000
3672,Unfurnished,North,,Freehold,0,8500000
3673,Semi-Furnished,South,"1 Covered, 1 Open",Freehold,100000,11000000
3674,Unfurnished,West,,Freehold,0,6300000
3675,Unfurnished,North,,Freehold,100000,10500000
3676,Semi-Furnished,South,1 Covered,Freehold,0,15000000
3677,Unfurnished,,,,0,37500000
3678,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,750000,9000000
3679,Unfurnished,East,1 Covered,Freehold,0,4500000
3680,Semi-Furnished,West,"1 Covered, 1 Open",Freehold,0,9000000
3681,Unfurnished,East,"1 Covered, 1 Open",Freehold,7000000,14000000
3682,Semi-Furnished,South,3 Covered,Freehold,10000000,65700000
3683,Unfurnished,East,1 Covered,Freehold,2500000,22600000
3684,Semi-Furnished,,,,0,17500000
3685,Semi-Furnished,North,1 Open,Freehold,500000,5000000
3686,Unfurnished,North - East,"1 Covered, 1 Open",Freehold,200000,5760000
3687,Unfurnished,South,1 Covered,Freehold,100000,5700000
3688,Semi-Furnished,North,1 Covered,,0,10000000
3689,Unfurnished,East,,Freehold,2500000,9500000
3690,Unfurnished,East,,Freehold,3300000,5000000
3691,Furnished,West,1 Covered,,0,6500000
3692,Unfurnished,North,,Freehold,0,7500000
3693,Semi-Furnished,,,,0,6000000
3694,,,,,0,16000000
3695,Unfurnished,East,,Freehold,1000000,5500000
3696,Semi-Furnished,West,,Freehold,100000,5800000
3697,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,9000000
3698,Semi-Furnished,North,,Freehold,11000000,22000000
3699,Unfurnished,South -West,1 Covered,Freehold,1000000,10200000
3700,Furnished,North - West,1 Covered,Freehold,500000,29500000
3701,Semi-Furnished,North,"1 Covered, 1 Open",Freehold,200000,26700000
3702,Furnished,East,,Freehold,0,5000000
3703,Unfurnished,West,,Freehold,2100000,3200000
3704,Semi-Furnished,North,,Freehold,100000,21000000
3705,Unfurnished,,,Power Of Attorney,0,6800000
3706,Semi-Furnished,South,"1 Covered, 1 Open",Freehold,0,7500000
3707,Furnished,North - West,1 Covered,Freehold,100000,6500000
3708,Unfurnished,East,2 Covered,Freehold,1000000,31700000
3709,Unfurnished,,,,0,11100000
3710,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,9000000
3711,Semi-Furnished,East,1 Covered,Freehold,0,17000000
3712,Semi-Furnished,,,,0,8000000
3713,Semi-Furnished,North,1 Covered,Freehold,3400000,6800000
3714,Semi-Furnished,,1 Covered,Freehold,5000,8900000
3715,Unfurnished,South,,Freehold,100000,15000000
3716,Unfurnished,North,,Co-operative Society,100000,4700000
3717,Semi-Furnished,East,1 Covered,Freehold,1,21500000
3718,Semi-Furnished,East,,Freehold,0,2940000
3719,Unfurnished,East,,Freehold,0,3200000
3720,Semi-Furnished,,,,500000,1900000
3721,Unfurnished,,,,0,9500000
3722,Unfurnished,East,1 Covered,Freehold,100000,9200000
3723,Semi-Furnished,North,,Freehold,50000,5500000
3724,Unfurnished,North,"1 Covered, 1 Open",Freehold,25000,6410000
3725,Unfurnished,North,1 Open,Freehold,100000,3530000
3726,Unfurnished,North,1 Covered,Freehold,100000,11200000
3727,Semi-Furnished,,2 Covered,Freehold,100000,65500000
3728,Semi-Furnished,East,,Freehold,0,4800000
3729,Furnished,West,,,50000,5500000
3730,Semi-Furnished,West,,Freehold,0,4500000
3731,Unfurnished,North,,Freehold,0,3700000
3732,Semi-Furnished,East,,Freehold,0,12000000
3733,Semi-Furnished,East,,Freehold,0,4500000
3734,Unfurnished,,,,0,5000000
3735,Unfurnished,,,,0,6500000
3736,Unfurnished,East,,Freehold,100000,5000000
3737,Semi-Furnished,,,,0,6000000
3738,Unfurnished,,,,0,13500000
3739,Unfurnished,East,,,0,2500000
3740,Semi-Furnished,East,1 Covered,Freehold,0,12500000
3741,Semi-Furnished,North,"1 Covered, 1 Open",Freehold,0,6290000
3742,Semi-Furnished,,,,0,8000000
3743,Unfurnished,East,,Freehold,0,3300000
3744,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,4500000
3745,Furnished,North,,Freehold,0,8000000
3746,Semi-Furnished,East,,Freehold,100000,5400000
3747,Semi-Furnished,East,,Freehold,0,9500000
3748,Semi-Furnished,North,1 Covered,Freehold,0,9900000
3749,Unfurnished,,,,0,2400000
3750,Unfurnished,North,,Freehold,0,7000000
3751,Semi-Furnished,,1 Covered,,0,6000000
3752,Unfurnished,North,,Freehold,100000,4400000
3753,Unfurnished,,,,100000,8200000
3754,Semi-Furnished,,,Freehold,2500000,7500000
3755,Unfurnished,East,,Freehold,100000,5850000
3756,Unfurnished,,,,0,7380000
3757,Semi-Furnished,,1 Covered,,0,5500000
3758,Semi-Furnished,,,,0,8500000
3759,Semi-Furnished,,,,0,4600000
3760,Unfurnished,North,,Freehold,1500000,7000000
3761,Semi-Furnished,North,"1 Covered, 1 Open",Freehold,100000,6500000
3762,Semi-Furnished,South,,Freehold,0,5500000
3763,Unfurnished,East,,Freehold,25000,3940000
3764,Furnished,,,,0,3400000
3765,Unfurnished,North,2 Covered,,0,22000000
3766,Unfurnished,South,,,0,4500000
3767,Furnished,North,,Freehold,0,6500000
3768,Unfurnished,South,13 Open,Freehold,0,2150000
3769,Semi-Furnished,North,,Freehold,0,7000000
3770,Semi-Furnished,North,1 Covered,Freehold,100000,13200000
3771,Semi-Furnished,,,,0,6000000
3772,Semi-Furnished,,1 Open,,0,15200000
3773,Unfurnished,,,,0,2200000
3774,Unfurnished,,,,0,6000000
3775,Semi-Furnished,North,1 Covered,,0,6200000
3776,Unfurnished,,1 Covered,Freehold,0,9000000
3777,Semi-Furnished,,1 Covered,Freehold,0,16000000
3778,Semi-Furnished,,,,0,4000000
3779,Furnished,,,Freehold,0,5500000
3780,Unfurnished,South,,Freehold,0,4300000
3781,Semi-Furnished,,,,0,9000000
3782,Furnished,,,,100000,1450000
3783,Unfurnished,North,"1 Covered, 1 Open",Freehold,100000,9000000
3784,Furnished,,,,0,6800000
3785,Semi-Furnished,,,,0,15000000
3786,Furnished,West,1 Covered,,0,7000000
3787,Unfurnished,North,,,0,6700000
3788,Unfurnished,East,,Freehold,0,3800000
3789,Semi-Furnished,South - East,1 Open,Freehold,0,5000000
3790,Unfurnished,,1 Open,Freehold,500000,7320000
3791,Unfurnished,West,1 Open,Freehold,0,7200000
3792,Unfurnished,North,6 Covered,Freehold,100000,5640000
3793,Unfurnished,,,,0,3800000
3794,Furnished,East,1 Covered,Freehold,1000000,8250000
3795,Unfurnished,,,,0,4900000
3796,Unfurnished,North,,Freehold,0,7000000
3797,,,,,0,2700000
3798,Semi-Furnished,East,,Freehold,0,3500000
3799,Semi-Furnished,North,1 Covered,Freehold,3000000,6000000
3800,Semi-Furnished,South,"1 Covered, 1 Open",Freehold,0,5200000
3801,Unfurnished,North,,Freehold,0,4300000
3802,Unfurnished,,,,0,7300000
3803,Unfurnished,East,2 Covered,Freehold,0,15000000
3804,Unfurnished,West,,Freehold,500000,7500000
3805,Unfurnished,,,,0,1900000
3806,Unfurnished,East,,,300000,5000000
3807,Unfurnished,East,,Freehold,5000,2000000
3808,Unfurnished,North,,Freehold,0,4000000
3809,Unfurnished,South,,Freehold,5000000,9000000
3810,Unfurnished,,,,0,16500000
3811,Semi-Furnished,,,,0,3900000
3812,Unfurnished,East,,Freehold,200000,5000000
3813,Semi-Furnished,,,,100000,5000000
3814,Unfurnished,East,1 Covered,Freehold,0,5200000
3815,Unfurnished,North,,Freehold,0,6800000
3816,Semi-Furnished,East,,,0,8600000
3817,Semi-Furnished,North,1 Covered,Freehold,0,5800000
3818,Semi-Furnished,South - East,1 Covered,Freehold,500000,8000000
3819,Unfurnished,,,,0,4800000
3820,Semi-Furnished,,,,0,3700000
3821,Semi-Furnished,East,1 Covered,,0,12000000
3822,Semi-Furnished,,,,500000,10000000
3823,Unfurnished,North,,Freehold,500000,4400000
3824,Unfurnished,North - West,,Freehold,100000,6900000
3825,Unfurnished,,,,0,3500000
3826,Unfurnished,,,,0,7530000
3827,Semi-Furnished,North - East,,Freehold,0,11800000
3828,Furnished,,,,0,4000000
3829,Unfurnished,,,Freehold,10000,4400000
3830,Semi-Furnished,North,"1 Covered, 1 Open",Freehold,50000,3300000
3831,Unfurnished,,,,100000,2000000
3832,Unfurnished,West,1 Open,,0,16000000
3833,Semi-Furnished,North,,Leasehold,0,5300000
3834,Unfurnished,East,1 Open,Freehold,100000,3700000
3835,Unfurnished,East,,Freehold,0,5500000
3836,Semi-Furnished,North - East,2 Covered,Freehold,500000,8500000
3837,Unfurnished,West,1 Covered,Freehold,0,11500000
3838,Semi-Furnished,,,,0,6400000
3839,Semi-Furnished,North,,Freehold,0,6500000
3840,Unfurnished,South - East,,Freehold,20000000,30000000
3841,Unfurnished,,,,0,8500000
3842,Unfurnished,North,,Freehold,0,2600000
3843,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,4000000
3844,Semi-Furnished,,,,0,6500000
3845,Semi-Furnished,North - East,,Freehold,0,25000000
3846,Semi-Furnished,,,,0,2900000
3847,Unfurnished,East,,Freehold,200000,3700000
3848,Unfurnished,,1 Covered,,0,5300000
3849,Semi-Furnished,East,1 Covered,Freehold,0,2900000
3850,Unfurnished,South,,Freehold,0,3100000
3851,Semi-Furnished,,,,0,9000000
3852,Semi-Furnished,,,,0,6200000
3853,Unfurnished,South,,,0,12500000
3854,Semi-Furnished,South,1 Covered,Freehold,0,3850000
3855,Furnished,,,,0,31300000
3856,Semi-Furnished,,1 Covered,,0,18000000
3857,Semi-Furnished,North,"1 Covered, 1 Open",,0,8500000
3858,Furnished,East,,Freehold,0,13000000
3859,Unfurnished,,,,0,3380000
3860,Unfurnished,East,1 Covered,,0,7350000
3861,Unfurnished,,,,0,9500000
3862,Semi-Furnished,,,,0,2260000
3863,Unfurnished,North - East,6 Covered,Freehold,100000,6800000
3864,Semi-Furnished,West,2 Covered,,0,5500000
3865,Furnished,,,,0,6000000
3866,Unfurnished,North,,Freehold,100000,4500000
3867,Unfurnished,East,,Freehold,500000,11500000
3868,Unfurnished,North,,Freehold,5300000,9600000
3869,Semi-Furnished,South - East,"1 Covered, 1 Open",Freehold,100000,3500000
3870,Unfurnished,,,,100000,2600000
3871,Unfurnished,,,,0,3800000
3872,Furnished,South - East,,Freehold,0,3500000
3873,Semi-Furnished,,,,0,5200000
3874,Semi-Furnished,East,4 Covered,Freehold,0,3900000
3875,Unfurnished,South -West,,Freehold,0,9000000
3876,Unfurnished,East,,Freehold,0,6000000
3877,Furnished,North,"1 Covered, 1 Open",Freehold,100000,5000000
3878,Semi-Furnished,,,,500000,3500000
3879,Unfurnished,,,,0,9500000
3880,Unfurnished,East,,Freehold,1000000,42500000
3881,,,,Freehold,0,5600000
3882,Unfurnished,North - East,,Freehold,0,2700000
3883,Unfurnished,West,,Freehold,0,2000000
3884,Unfurnished,,,,100000,5900000
3885,Furnished,East,,,0,5200000
3886,,,1 Covered,,0,5000000
3887,Semi-Furnished,East,,Freehold,0,4500000
3888,Unfurnished,,,Freehold,10000,9000000
3889,Unfurnished,North,,Freehold,0,2000000
3890,Semi-Furnished,,,Freehold,0,17000000
3891,Furnished,,,,0,6600000
3892,Unfurnished,North,,,0,6000000
3893,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,8500000
3894,Furnished,East,1 Covered,Freehold,0,8500000
3895,Unfurnished,East,,Freehold,0,3800000
3896,Semi-Furnished,North,,,0,7500000
3897,Semi-Furnished,,,Freehold,0,4700000
3898,Semi-Furnished,North,1 Covered,Freehold,200000,2500000
3899,Semi-Furnished,,,,0,5500000
3900,Semi-Furnished,East,,Freehold,0,8500000
3901,Semi-Furnished,,,Freehold,0,28000000
3902,Unfurnished,South,,Freehold,0,4800000
3903,Unfurnished,,,,0,2300000
3904,Semi-Furnished,West,1 Covered,Freehold,1000000,9900000
3905,Semi-Furnished,,,,0,12000000
3906,Unfurnished,East,,Freehold,0,15500000
3907,Semi-Furnished,West,"1 Covered, 1 Open",Freehold,0,7300000
3908,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,7000000
3909,Furnished,,,,0,16000000
3910,Unfurnished,,,,0,2500000
3911,Semi-Furnished,,,,0,3200000
3912,Unfurnished,North,,,0,11000000
3913,Unfurnished,South,,Freehold,100000,2900000
3914,Unfurnished,North - West,,Freehold,0,4200000
3915,Unfurnished,,,,0,5900000
3916,Semi-Furnished,West,1 Covered,,1500000,5450000
3917,Semi-Furnished,North,,Freehold,0,6800000
3918,Semi-Furnished,South,,Power Of Attorney,0,4700000
3919,Unfurnished,North,,Freehold,0,4930000
3920,Semi-Furnished,North,502 Covered,Freehold,0,3200000
3921,Furnished,South,2 Covered,Freehold,0,11000000
3922,Unfurnished,East,,Freehold,0,15500000
3923,Furnished,South - East,2 Covered,Freehold,1000000,62000000
3924,Semi-Furnished,,,,100000,9500000
3925,Semi-Furnished,,1 Covered,Freehold,0,3600000
3926,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,3500000
3927,Furnished,,,Freehold,0,5000000
3928,Semi-Furnished,,,,0,5500000
3929,Unfurnished,East,304 Covered,Co-operative Society,100000,2900000
3930,Semi-Furnished,South,"1 Covered, 1 Open",Freehold,0,6900000
3931,Semi-Furnished,,1 Covered,Freehold,0,5500000
3932,Furnished,North - East,1 Open,,0,20000000
3933,Semi-Furnished,West,1 Covered,Freehold,1000000,5000000
3934,Semi-Furnished,East,,Freehold,500000,5500000
3935,Furnished,,,,0,6800000
3936,Unfurnished,North,"1 Covered, 1 Open",Freehold,300000,6200000
3937,Unfurnished,East,,Freehold,0,2200000
3938,Unfurnished,,,,0,8500000
3939,Unfurnished,North,,Freehold,100000,9200000
3940,Semi-Furnished,East,,Freehold,0,2900000
3941,Unfurnished,North,,Freehold,0,9000000
3942,Unfurnished,North,,,0,5200000
3943,Semi-Furnished,,,,0,2700000
3944,Unfurnished,East,,Freehold,0,2300000
3945,Unfurnished,,,,0,6000000
3946,Unfurnished,South,,Freehold,0,11500000
3947,Unfurnished,South,1 Open,Freehold,0,7000000
3948,Unfurnished,,,,0,2700000
3949,Unfurnished,East,611 Open,Freehold,50000,4000000
3950,,North,1 Covered,Freehold,500000,3300000
3951,Unfurnished,,,,1000000,7500000
3952,Unfurnished,East,,Freehold,0,4700000
3953,Unfurnished,East,1 Covered,Freehold,100000,7950000
3954,Unfurnished,East,1 Covered,Freehold,500000,6360000
3955,Unfurnished,,"1 Covered, 1 Open",,0,3500000
3956,Unfurnished,,,,0,12800000
3957,Furnished,West,,Freehold,50000,8700000
3958,Furnished,,"1 Covered, 1 Open",,0,9800000
3959,Unfurnished,,,,1000000,12000000
3960,Semi-Furnished,South,"1 Covered, 2 Open",Freehold,0,99000000
3961,Semi-Furnished,,"1 Covered, 1 Open",,0,3900000
3962,Unfurnished,East,,Co-operative Society,5000000,14000000
3963,Furnished,,,,51000,3800000
3964,Furnished,East,"1 Covered, 1 Open",Co-operative Society,0,36500000
3965,Unfurnished,,,,0,2350000
3966,Unfurnished,East,,Freehold,1000000,9500000
3967,Unfurnished,East,,Freehold,100000,2500000
3968,Semi-Furnished,East,"1 Covered, 1 Open",,500000,5100000
3969,Furnished,East,"1 Covered, 1 Open",Freehold,1000000,11000000
3970,Semi-Furnished,East,,Leasehold,100000,5200000
3971,Semi-Furnished,,,,0,4900000
